transaction_id,sale_date,product_id,product_name,category,quantity,unit_price,total_amount,payment_method,customer_region
TXN-10753,2023-08-27 12:51:39,P100004,Nike T-shirt,Fashion,1,822.15,822.15,Credit Card,South
TXN-10919,2023-08-27 22:50:06,P100009,Wildcraft Backpack,Accessories,1,1136.1,1136.1,Debit Card,North
TXN-10955,2023-08-29 05:54:06,P100006,Fossil Watch,Accessories,1,1568.27,1568.27,Credit Card,Central
TXN-10518,2023-08-29 08:09:53,P100010,Adidas Hoodie,Fashion,4,1733.82,6935.28,Credit Card,South
TXN-10043,2023-08-29 10:53:58,P20010,Premium Travel Bag v67,Accessories,2,9009.6,18019.2,Net Banking,East
TXN-10451,2023-09-01 04:48:17,P20020,Premium Shirt v42,Fashion,1,10216.92,10216.92,Net Banking,West
TXN-10016,2023-09-01 05:31:10,P100127,Dell Laptop,Electronics,5,46702.04,233510.2,Credit Card,East
TXN-10441,2023-09-01 11:02:56,P2003,Premium Running Shoes v27,Footwear,5,65156.0,325780.0,Credit Card,South
TXN-10974,2023-09-01 15:47:32,P20022,Premium Sweatshirt v3,Fashion,1,36897.57,36897.57,Net Banking,East
TXN-10493,2023-09-06 17:46:14,P2007,Premium Sunglasses v59,Accessories,2,10099.76,20199.52,Debit Card,South
TXN-10630,2023-09-07 08:24:40,P20023,Premium Wallet v49,Accessories,2,2613.16,5226.32,Net Banking,South
TXN-10756,2023-09-07 09:34:10,P100001,Zara Shirt,Fashion,5,1177.2,5886.0,Credit Card,East
TXN-10529,2023-09-09 19:34:18,P100006,Fossil Watch,Accessories,3,1568.27,4704.81,Debit Card,North
TXN-10613,2023-09-12 21:14:15,P100037,Adidas Ultraboost,Footwear,5,5873.12,29365.6,UPI,West
TXN-10733,2023-09-14 04:31:11,P20023,Premium Wallet v49,Accessories,1,2613.16,2613.16,UPI,North
TXN-11151,2023-09-14 23:10:03,P2007,Premium Sunglasses v59,Accessories,4,10099.76,40399.04,Credit Card,Central
TXN-10710,2023-09-17 13:18:19,P20023,Premium Wallet v49,Accessories,4,2613.16,10452.64,UPI,East
TXN-10350,2023-09-17 14:43:04,P100012,OnePlus 11,Electronics,1,11066.5,11066.5,Net Banking,South
TXN-11141,2023-09-21 04:43:31,P20023,Premium Wallet v49,Accessories,4,2613.16,10452.64,Debit Card,Central
TXN-10854,2023-09-22 08:45:50,P100020,American Tourister Bag,Accessories,1,596.64,596.64,Net Banking,South
TXN-11180,2023-09-25 03:53:01,P20011,Premium Travel Bag v3,Accessories,4,8918.94,35675.76,Credit Card,West
TXN-10814,2023-09-27 16:20:03,P2004,Premium Travel Bag v87,Accessories,2,32520.95,65041.9,UPI,South
TXN-10393,2023-09-27 21:32:03,P100012,OnePlus 11,Electronics,1,11066.5,11066.5,UPI,Central
TXN-10012,2023-09-29 15:06:44,P2002,Premium Headphones v82,Electronics,3,23300.55,69901.65,UPI,West
TXN-10020,2023-09-29 21:45:51,P100032,Nike Air Max,Footwear,5,369.3,1846.5,UPI,West
TXN-10741,2023-10-04 09:44:38,P20011,Premium Travel Bag v3,Accessories,1,8918.94,8918.94,Net Banking,South
TXN-10868,2023-10-10 07:00:30,P2005,Premium Travel Bag v36,Accessories,5,3262.44,16312.2,Net Banking,West
TXN-11045,2023-10-10 10:36:31,P100007,Reebok Shoes,Footwear,3,1715.7,5147.1,Credit Card,Central
TXN-10395,2023-10-13 06:06:02,P100027,Boat Earbuds,Electronics,5,16488.24,82441.2,Debit Card,North
TXN-11099,2023-10-14 08:58:00,P100010,Adidas Hoodie,Fashion,4,1733.82,6935.28,Credit Card,East
TXN-10040,2023-10-15 05:25:34,P20010,Premium Travel Bag v67,Accessories,3,9009.6,27028.8,Debit Card,North
TXN-10993,2023-10-17 20:34:50,P20019,Premium Wallet v96,Accessories,3,22615.67,67847.01,Credit Card,East
TXN-10070,2023-10-18 22:05:35,P20021,Premium Travel Bag v85,Accessories,2,5197.41,10394.82,Debit Card,East
TXN-10279,2023-10-22 19:44:09,P100017,Levi's Jeans,Fashion,3,2131.42,6394.26,UPI,North
TXN-10362,2023-10-22 21:25:49,P100012,OnePlus 11,Electronics,5,11066.5,55332.5,Debit Card,West
TXN-10112,2023-10-23 11:17:50,P2000,Premium Sneakers v11,Footwear,2,59534.85,119069.7,Debit Card,East
TXN-10291,2023-10-25 03:36:57,P100017,Levi's Jeans,Fashion,3,2131.42,6394.26,Debit Card,South
TXN-10543,2023-10-25 09:28:51,P100004,Nike T-shirt,Fashion,3,822.15,2466.45,Credit Card,South
TXN-10449,2023-10-25 18:53:05,P100027,Boat Earbuds,Electronics,5,16488.24,82441.2,Net Banking,West
TXN-10745,2023-10-27 19:09:18,P2000,Premium Sneakers v11,Footwear,1,59534.85,59534.85,Credit Card,East
TXN-10074,2023-10-28 13:32:48,P2009,Premium Running Shoes v67,Footwear,5,3445.84,17229.2,Net Banking,South
TXN-10475,2023-10-28 17:53:20,P100037,Adidas Ultraboost,Footwear,2,5873.12,11746.24,Credit Card,North
TXN-10536,2023-10-29 22:13:47,P20022,Premium Sweatshirt v3,Fashion,4,36897.57,147590.28,Debit Card,East
TXN-10839,2023-11-01 11:38:22,P100036,Samsung Galaxy S21,Electronics,5,16251.85,81259.25,Credit Card,North
TXN-10059,2023-11-01 11:48:23,P2001,Premium Jeans v4,Fashion,4,9515.2,38060.8,Net Banking,South
TXN-11065,2023-11-02 06:06:44,P100127,Dell Laptop,Electronics,5,46702.04,233510.2,Net Banking,South
TXN-10828,2023-11-02 07:15:14,P20016,Premium Jacket v77,Fashion,1,17755.36,17755.36,Debit Card,South
TXN-10033,2023-11-02 18:49:35,P20019,Premium Wallet v96,Accessories,3,22615.67,67847.01,Debit Card,South
TXN-11168,2023-11-04 10:57:08,P100043,H&M Sweatshirt,Fashion,5,1639.44,8197.2,UPI,South
TXN-10654,2023-11-05 09:48:03,P2009,Premium Running Shoes v67,Footwear,4,3445.84,13783.36,Net Banking,East
TXN-10691,2023-11-05 12:55:05,P2004,Premium Travel Bag v87,Accessories,1,32520.95,32520.95,Debit Card,Central
TXN-10895,2023-11-05 13:09:19,P2000,Premium Sneakers v11,Footwear,5,59534.85,297674.25,Credit Card,Central
TXN-11089,2023-11-06 08:52:58,P2004,Premium Travel Bag v87,Accessories,4,32520.95,130083.8,Debit Card,North
TXN-10416,2023-11-07 12:23:00,P2009,Premium Running Shoes v67,Footwear,2,3445.84,6891.68,Credit Card,East
TXN-10894,2023-11-07 14:53:45,P2007,Premium Sunglasses v59,Accessories,1,10099.76,10099.76,UPI,East
TXN-11106,2023-11-11 06:14:20,P100026,HP Pavilion,Electronics,1,20719.78,20719.78,UPI,East
TXN-10928,2023-11-12 21:23:18,P100004,Nike T-shirt,Fashion,5,822.15,4110.75,UPI,South
TXN-10436,2023-11-13 00:24:58,P100026,HP Pavilion,Electronics,2,20719.78,41439.56,Debit Card,West
TXN-10719,2023-11-13 03:08:24,P2007,Premium Sunglasses v59,Accessories,2,10099.76,20199.52,Net Banking,West
TXN-10817,2023-11-13 18:33:19,P20023,Premium Wallet v49,Accessories,2,2613.16,5226.32,Net Banking,North
TXN-10110,2023-11-14 10:39:31,P100010,Adidas Hoodie,Fashion,5,1733.82,8669.1,UPI,North
TXN-10634,2023-11-14 13:54:12,P100020,American Tourister Bag,Accessories,2,596.64,1193.28,Debit Card,West
TXN-10722,2023-11-14 23:50:45,P2008,Premium Headphones v48,Electronics,4,8780.67,35122.68,UPI,East
TXN-10304,2023-11-19 09:13:55,P2001,Premium Jeans v4,Fashion,4,9515.2,38060.8,UPI,Central
TXN-10958,2023-11-20 15:28:40,P100012,OnePlus 11,Electronics,4,11066.5,44266.0,Credit Card,North
TXN-10320,2023-11-22 13:13:34,P100010,Adidas Hoodie,Fashion,1,1733.82,1733.82,Net Banking,Central
TXN-10563,2023-11-22 13:55:12,P100027,Boat Earbuds,Electronics,1,16488.24,16488.24,UPI,West
TXN-10815,2023-11-22 20:16:10,P100010,Adidas Hoodie,Fashion,1,1733.82,1733.82,Debit Card,East
TXN-10562,2023-11-25 04:47:24,P2006,Premium Boots v22,Footwear,4,55880.0,223520.0,Net Banking,North
TXN-10689,2023-11-27 09:45:04,P20012,Premium Smartphone v3,Electronics,1,23016.96,23016.96,Debit Card,Central
TXN-10855,2023-12-01 15:10:57,P100016,Sony Headphones,Electronics,2,21524.32,43048.64,Credit Card,South
TXN-10509,2023-12-01 16:37:13,P100032,Nike Air Max,Footwear,3,369.3,1107.9,Credit Card,South
TXN-10220,2023-12-02 01:10:08,P100043,H&M Sweatshirt,Fashion,3,1639.44,4918.32,Credit Card,Central
TXN-11181,2023-12-03 08:11:01,P100003,Puma Sneakers,Footwear,3,2988.4,8965.2,UPI,South
TXN-10908,2023-12-03 15:37:00,P20011,Premium Travel Bag v3,Accessories,4,8918.94,35675.76,Net Banking,Central
TXN-10581,2023-12-06 08:26:00,P100020,American Tourister Bag,Accessories,1,596.64,596.64,Credit Card,North
TXN-10146,2023-12-09 07:01:02,P20014,Premium Travel Bag v68,Accessories,4,5338.74,21354.96,UPI,North
TXN-11050,2023-12-10 01:11:39,P2008,Premium Headphones v48,Electronics,2,8780.67,17561.34,Debit Card,East
TXN-10385,2023-12-10 04:15:48,P100027,Boat Earbuds,Electronics,4,16488.24,65952.96,Debit Card,West
TXN-10617,2023-12-12 00:26:41,P100004,Nike T-shirt,Fashion,5,822.15,4110.75,Debit Card,East
TXN-10023,2023-12-12 01:04:11,P20010,Premium Travel Bag v67,Accessories,1,9009.6,9009.6,Credit Card,West
TXN-10005,2023-12-15 01:07:51,P2002,Premium Headphones v82,Electronics,1,23300.55,23300.55,Debit Card,Central
TXN-10075,2023-12-16 13:35:15,P100034,Puma Jacket,Fashion,4,2772.0,11088.0,Net Banking,Central
TXN-10142,2023-12-17 13:45:36,P20012,Premium Smartphone v3,Electronics,5,23016.96,115084.8,Debit Card,Central
TXN-10624,2023-12-17 18:52:21,P100032,Nike Air Max,Footwear,4,369.3,1477.2,Net Banking,North
TXN-10977,2023-12-19 03:06:19,P20018,Premium Smartwatch v14,Electronics,5,4781.5,23907.5,UPI,Central
TXN-10515,2023-12-19 13:57:11,P20019,Premium Wallet v96,Accessories,4,22615.67,90462.68,UPI,East
TXN-11041,2023-12-20 10:48:33,P100032,Nike Air Max,Footwear,5,369.3,1846.5,Credit Card,South
TXN-10185,2023-12-21 16:32:50,P100004,Nike T-shirt,Fashion,1,822.15,822.15,Debit Card,North
TXN-11064,2023-12-21 19:27:38,P2008,Premium Headphones v48,Electronics,2,8780.67,17561.34,Net Banking,North
TXN-10910,2023-12-23 15:45:35,P100037,Adidas Ultraboost,Footwear,4,5873.12,23492.48,Net Banking,North
TXN-10128,2023-12-24 04:57:22,P100036,Samsung Galaxy S21,Electronics,3,16251.85,48755.55,Debit Card,North
TXN-10734,2023-12-25 13:58:11,P100003,Puma Sneakers,Footwear,2,2988.4,5976.8,Debit Card,East
TXN-10021,2023-12-27 06:08:38,P20022,Premium Sweatshirt v3,Fashion,3,36897.57,110692.71,Net Banking,East
TXN-11105,2023-12-27 23:53:44,P100009,Wildcraft Backpack,Accessories,3,1136.1,3408.3,Net Banking,North
TXN-11114,2023-12-28 15:28:23,P20016,Premium Jacket v77,Fashion,4,17755.36,71021.44,UPI,East
TXN-10665,2024-01-01 12:44:52,P100034,Puma Jacket,Fashion,5,2772.0,13860.0,UPI,West
TXN-10749,2024-01-02 04:07:20,P20012,Premium Smartphone v3,Electronics,1,23016.96,23016.96,Debit Card,East
TXN-10988,2024-01-02 22:21:47,P20020,Premium Shirt v42,Fashion,1,10216.92,10216.92,Credit Card,Central
TXN-11082,2024-01-05 07:03:12,P100001,Zara Shirt,Fashion,2,1177.2,2354.4,Net Banking,North
TXN-10141,2024-01-05 18:27:40,P2004,Premium Travel Bag v87,Accessories,1,32520.95,32520.95,UPI,North
TXN-10837,2024-01-08 07:27:22,P100032,Nike Air Max,Footwear,3,369.3,1107.9,Credit Card,Central
TXN-10284,2024-01-11 19:41:36,P100027,Boat Earbuds,Electronics,5,16488.24,82441.2,Credit Card,Central
TXN-10076,2024-01-12 13:23:50,P20020,Premium Shirt v42,Fashion,4,10216.92,40867.68,Credit Card,South
TXN-10906,2024-01-12 15:53:04,P100127,Dell Laptop,Electronics,4,46702.04,186808.16,Debit Card,East
TXN-10647,2024-01-12 18:13:07,P2002,Premium Headphones v82,Electronics,1,23300.55,23300.55,Credit Card,Central
TXN-10736,2024-01-16 10:03:48,P100007,Reebok Shoes,Footwear,1,1715.7,1715.7,Debit Card,South
TXN-10878,2024-01-16 15:38:28,P100012,OnePlus 11,Electronics,3,11066.5,33199.5,Net Banking,West
TXN-10516,2024-01-17 18:12:18,P20019,Premium Wallet v96,Accessories,3,22615.67,67847.01,Net Banking,West
TXN-10650,2024-01-19 12:32:55,P100016,Sony Headphones,Electronics,5,21524.32,107621.6,Net Banking,West
TXN-10737,2024-01-21 04:45:14,P20010,Premium Travel Bag v67,Accessories,4,9009.6,36038.4,Debit Card,East
TXN-10102,2024-01-21 19:58:06,P20010,Premium Travel Bag v67,Accessories,1,9009.6,9009.6,UPI,North
TXN-10467,2024-01-23 02:53:56,P20016,Premium Jacket v77,Fashion,4,17755.36,71021.44,Credit Card,South
TXN-10082,2024-01-23 02:57:26,P100036,Samsung Galaxy S21,Electronics,3,16251.85,48755.55,Net Banking,East
TXN-10498,2024-01-23 16:30:17,P20015,Premium Travel Bag v98,Accessories,2,25338.4,50676.8,Debit Card,East
TXN-10568,2024-01-23 23:52:41,P100027,Boat Earbuds,Electronics,4,16488.24,65952.96,UPI,East
TXN-10560,2024-01-25 08:37:25,P100004,Nike T-shirt,Fashion,5,822.15,4110.75,Net Banking,Central
TXN-10820,2024-01-26 06:58:43,P100004,Nike T-shirt,Fashion,5,822.15,4110.75,Net Banking,Central
TXN-10729,2024-01-26 15:16:44,P100043,H&M Sweatshirt,Fashion,3,1639.44,4918.32,Net Banking,South
TXN-10226,2024-01-27 17:48:09,P100037,Adidas Ultraboost,Footwear,5,5873.12,29365.6,Credit Card,North
TXN-10672,2024-01-28 07:36:08,P100032,Nike Air Max,Footwear,2,369.3,738.6,Credit Card,South
TXN-11057,2024-01-28 09:55:23,P2001,Premium Jeans v4,Fashion,2,9515.2,19030.4,Net Banking,East
TXN-11028,2024-01-29 00:17:54,P20018,Premium Smartwatch v14,Electronics,2,4781.5,9563.0,UPI,East
TXN-11138,2024-01-29 01:13:07,P100020,American Tourister Bag,Accessories,2,596.64,1193.28,Net Banking,South
TXN-10079,2024-01-30 20:21:29,P100037,Adidas Ultraboost,Footwear,1,5873.12,5873.12,Debit Card,North
TXN-11149,2024-01-31 07:15:34,P2002,Premium Headphones v82,Electronics,4,23300.55,93202.2,Debit Card,West
TXN-10728,2024-02-04 05:59:45,P100037,Adidas Ultraboost,Footwear,2,5873.12,11746.24,UPI,West
TXN-10845,2024-02-05 03:22:17,P20022,Premium Sweatshirt v3,Fashion,1,36897.57,36897.57,UPI,West
TXN-10852,2024-02-06 22:21:52,P20020,Premium Shirt v42,Fashion,4,10216.92,40867.68,UPI,South
TXN-10791,2024-02-08 05:39:00,P20011,Premium Travel Bag v3,Accessories,1,8918.94,8918.94,Credit Card,West
TXN-10008,2024-02-08 08:02:56,P100037,Adidas Ultraboost,Footwear,3,5873.12,17619.36,Debit Card,West
TXN-10355,2024-02-09 08:01:38,P2004,Premium Travel Bag v87,Accessories,5,32520.95,162604.75,UPI,South
TXN-10765,2024-02-09 23:41:37,P100027,Boat Earbuds,Electronics,3,16488.24,49464.72,Debit Card,Central
TXN-10519,2024-02-10 09:48:15,P2007,Premium Sunglasses v59,Accessories,1,10099.76,10099.76,Credit Card,North
TXN-10659,2024-02-10 21:34:18,P2006,Premium Boots v22,Footwear,5,55880.0,279400.0,UPI,North
TXN-10747,2024-02-11 00:05:30,P20018,Premium Smartwatch v14,Electronics,2,4781.5,9563.0,Net Banking,Central
TXN-11191,2024-02-11 23:41:33,P100034,Puma Jacket,Fashion,3,2772.0,8316.0,Credit Card,East
TXN-10444,2024-02-12 23:57:42,P100032,Nike Air Max,Footwear,2,369.3,738.6,Net Banking,North
TXN-11107,2024-02-13 07:31:44,P100000,iPhone 13,Electronics,5,28109.96,140549.8,Net Banking,West
TXN-10992,2024-02-13 12:49:28,P2004,Premium Travel Bag v87,Accessories,3,32520.95,97562.85,Debit Card,East
TXN-11009,2024-02-14 11:26:57,P20018,Premium Smartwatch v14,Electronics,1,4781.5,4781.5,Credit Card,North
TXN-11160,2024-02-15 12:37:47,P100012,OnePlus 11,Electronics,4,11066.5,44266.0,Credit Card,Central
TXN-10154,2024-02-15 21:58:45,P2008,Premium Headphones v48,Electronics,3,8780.67,26342.01,Credit Card,North
TXN-11158,2024-02-16 02:39:42,P20022,Premium Sweatshirt v3,Fashion,3,36897.57,110692.71,Debit Card,East
TXN-10671,2024-02-17 09:46:35,P20018,Premium Smartwatch v14,Electronics,5,4781.5,23907.5,Debit Card,East
TXN-10266,2024-02-17 16:34:20,P20010,Premium Travel Bag v67,Accessories,4,9009.6,36038.4,Debit Card,North
TXN-10527,2024-02-18 09:04:54,P100037,Adidas Ultraboost,Footwear,3,5873.12,17619.36,UPI,East
TXN-10848,2024-02-18 13:05:13,P100032,Nike Air Max,Footwear,5,369.3,1846.5,Net Banking,Central
TXN-11021,2024-02-18 22:04:00,P20018,Premium Smartwatch v14,Electronics,3,4781.5,14344.5,Debit Card,East
TXN-10816,2024-02-19 05:29:11,P100127,Dell Laptop,Electronics,2,46702.04,93404.08,UPI,North
TXN-10273,2024-02-19 20:12:12,P20022,Premium Sweatshirt v3,Fashion,4,36897.57,147590.28,Debit Card,North
TXN-10485,2024-02-20 00:44:43,P100009,Wildcraft Backpack,Accessories,5,1136.1,5680.5,Credit Card,West
TXN-10316,2024-02-20 16:25:18,P20021,Premium Travel Bag v85,Accessories,3,5197.41,15592.23,Credit Card,West
TXN-10301,2024-02-20 17:16:03,P100009,Wildcraft Backpack,Accessories,2,1136.1,2272.2,UPI,North
TXN-10417,2024-02-21 06:36:28,P100004,Nike T-shirt,Fashion,4,822.15,3288.6,Net Banking,North
TXN-11133,2024-02-21 07:21:52,P2006,Premium Boots v22,Footwear,4,55880.0,223520.0,Net Banking,South
TXN-11122,2024-02-21 10:39:48,P2003,Premium Running Shoes v27,Footwear,1,65156.0,65156.0,Debit Card,North
TXN-10415,2024-02-21 14:20:17,P2007,Premium Sunglasses v59,Accessories,5,10099.76,50498.8,Debit Card,South
TXN-10811,2024-02-21 16:56:43,P100003,Puma Sneakers,Footwear,2,2988.4,5976.8,Debit Card,North
TXN-10746,2024-02-23 03:22:35,P20017,Premium Jeans v100,Fashion,3,53091.7,159275.1,Debit Card,East
TXN-10268,2024-02-24 03:50:23,P2002,Premium Headphones v82,Electronics,4,23300.55,93202.2,Credit Card,Central
TXN-10602,2024-02-25 06:22:16,P20012,Premium Smartphone v3,Electronics,5,23016.96,115084.8,Debit Card,West
TXN-10285,2024-02-27 01:12:26,P20022,Premium Sweatshirt v3,Fashion,4,36897.57,147590.28,UPI,Central
TXN-11010,2024-02-29 23:15:13,P20010,Premium Travel Bag v67,Accessories,2,9009.6,18019.2,Debit Card,South
TXN-10240,2024-03-03 04:33:33,P2005,Premium Travel Bag v36,Accessories,5,3262.44,16312.2,Net Banking,East
TXN-10752,2024-03-07 10:43:58,P20012,Premium Smartphone v3,Electronics,2,23016.96,46033.92,Credit Card,West
TXN-10374,2024-03-09 02:37:50,P20016,Premium Jacket v77,Fashion,4,17755.36,71021.44,Net Banking,North
TXN-10030,2024-03-09 07:53:17,P100007,Reebok Shoes,Footwear,3,1715.7,5147.1,UPI,Central
TXN-10252,2024-03-11 16:00:58,P20023,Premium Wallet v49,Accessories,3,2613.16,7839.48,UPI,Central
TXN-10472,2024-03-12 07:11:21,P100001,Zara Shirt,Fashion,2,1177.2,2354.4,UPI,South
TXN-10896,2024-03-12 19:28:15,P2009,Premium Running Shoes v67,Footwear,4,3445.84,13783.36,Credit Card,Central
TXN-10633,2024-03-14 11:19:11,P20021,Premium Travel Bag v85,Accessories,5,5197.41,25987.05,Net Banking,South
TXN-10966,2024-03-14 20:06:03,P20012,Premium Smartphone v3,Electronics,3,23016.96,69050.88,UPI,West
TXN-10619,2024-03-16 05:52:53,P100010,Adidas Hoodie,Fashion,1,1733.82,1733.82,UPI,North
TXN-10200,2024-03-16 19:32:53,P100012,OnePlus 11,Electronics,1,11066.5,11066.5,Credit Card,Central
TXN-10107,2024-03-16 20:58:45,P20018,Premium Smartwatch v14,Electronics,3,4781.5,14344.5,Debit Card,Central
TXN-11174,2024-03-20 18:58:46,P2003,Premium Running Shoes v27,Footwear,2,65156.0,130312.0,UPI,North
TXN-10469,2024-03-21 18:26:02,P20023,Premium Wallet v49,Accessories,4,2613.16,10452.64,Debit Card,East
TXN-10687,2024-03-23 06:17:57,P100003,Puma Sneakers,Footwear,5,2988.4,14942.0,UPI,Central
TXN-10969,2024-03-24 15:16:41,P100002,RayBan Sunglasses,Accessories,2,548.1,1096.2,Net Banking,East
TXN-10548,2024-03-24 15:57:16,P100016,Sony Headphones,Electronics,3,21524.32,64572.96,Debit Card,North
TXN-10091,2024-03-26 16:57:41,P20010,Premium Travel Bag v67,Accessories,1,9009.6,9009.6,UPI,South
TXN-10769,2024-03-27 13:41:44,P100037,Adidas Ultraboost,Footwear,5,5873.12,29365.6,Credit Card,Central
TXN-10314,2024-03-27 13:54:53,P20016,Premium Jacket v77,Fashion,5,17755.36,88776.8,Net Banking,West
TXN-11170,2024-03-29 03:41:57,P20013,Premium Boots v82,Footwear,2,28106.26,56212.52,Credit Card,West
TXN-10866,2024-03-29 20:39:21,P100010,Adidas Hoodie,Fashion,1,1733.82,1733.82,UPI,North
TXN-10203,2024-03-30 01:27:27,P2004,Premium Travel Bag v87,Accessories,2,32520.95,65041.9,UPI,West
TXN-10758,2024-03-30 03:22:18,P100043,H&M Sweatshirt,Fashion,3,1639.44,4918.32,Net Banking,East
TXN-11072,2024-03-30 09:41:59,P2005,Premium Travel Bag v36,Accessories,1,3262.44,3262.44,Net Banking,Central
TXN-10985,2024-03-31 11:42:37,P100010,Adidas Hoodie,Fashion,1,1733.82,1733.82,Debit Card,West
TXN-10037,2024-04-04 19:14:49,P100043,H&M Sweatshirt,Fashion,2,1639.44,3278.88,Net Banking,North
TXN-10409,2024-04-04 19:17:00,P20010,Premium Travel Bag v67,Accessories,5,9009.6,45048.0,Net Banking,North
TXN-10673,2024-04-07 10:06:19,P20018,Premium Smartwatch v14,Electronics,2,4781.5,9563.0,Debit Card,Central
TXN-10676,2024-04-08 10:02:45,P100026,HP Pavilion,Electronics,3,20719.78,62159.34,Net Banking,West
TXN-10194,2024-04-08 14:02:13,P2003,Premium Running Shoes v27,Footwear,2,65156.0,130312.0,UPI,Central
TXN-10133,2024-04-10 01:10:50,P20023,Premium Wallet v49,Accessories,3,2613.16,7839.48,UPI,Central
TXN-11042,2024-04-10 12:10:29,P20014,Premium Travel Bag v68,Accessories,4,5338.74,21354.96,Net Banking,North
TXN-10117,2024-04-10 19:03:01,P2002,Premium Headphones v82,Electronics,2,23300.55,46601.1,Debit Card,Central
TXN-10714,2024-04-10 19:38:16,P100026,HP Pavilion,Electronics,4,20719.78,82879.12,Credit Card,East
TXN-10643,2024-04-11 00:33:58,P2009,Premium Running Shoes v67,Footwear,4,3445.84,13783.36,UPI,Central
TXN-10439,2024-04-11 00:40:04,P20021,Premium Travel Bag v85,Accessories,1,5197.41,5197.41,Credit Card,East
TXN-10782,2024-04-11 09:38:01,P100007,Reebok Shoes,Footwear,2,1715.7,3431.4,Net Banking,West
TXN-10763,2024-04-15 00:01:08,P100036,Samsung Galaxy S21,Electronics,1,16251.85,16251.85,Credit Card,North
TXN-10923,2024-04-17 12:49:34,P100001,Zara Shirt,Fashion,1,1177.2,1177.2,UPI,Central
TXN-10857,2024-04-17 18:34:22,P100127,Dell Laptop,Electronics,2,46702.04,93404.08,Credit Card,Central
TXN-10871,2024-04-18 00:00:19,P100027,Boat Earbuds,Electronics,3,16488.24,49464.72,UPI,North
TXN-10523,2024-04-18 02:58:47,P20016,Premium Jacket v77,Fashion,5,17755.36,88776.8,Credit Card,Central
TXN-10138,2024-04-22 20:49:21,P100007,Reebok Shoes,Footwear,2,1715.7,3431.4,Debit Card,East
TXN-10620,2024-04-23 03:30:22,P100036,Samsung Galaxy S21,Electronics,3,16251.85,48755.55,Debit Card,East
TXN-10781,2024-04-23 12:33:51,P2001,Premium Jeans v4,Fashion,4,9515.2,38060.8,Debit Card,East
TXN-10153,2024-04-24 03:58:05,P100001,Zara Shirt,Fashion,3,1177.2,3531.6,UPI,North
TXN-11101,2024-04-25 00:27:38,P2001,Premium Jeans v4,Fashion,4,9515.2,38060.8,Credit Card,Central
TXN-10774,2024-04-26 02:34:32,P100012,OnePlus 11,Electronics,4,11066.5,44266.0,Credit Card,West
TXN-10632,2024-04-26 10:03:26,P2006,Premium Boots v22,Footwear,5,55880.0,279400.0,UPI,Central
TXN-10549,2024-04-27 15:31:08,P100027,Boat Earbuds,Electronics,1,16488.24,16488.24,Net Banking,Central
TXN-10577,2024-04-28 13:36:27,P100043,H&M Sweatshirt,Fashion,4,1639.44,6557.76,UPI,West
TXN-10929,2024-04-29 12:14:47,P20017,Premium Jeans v100,Fashion,3,53091.7,159275.1,Net Banking,South
TXN-10823,2024-05-03 10:34:43,P100127,Dell Laptop,Electronics,3,46702.04,140106.12,Net Banking,West
TXN-10261,2024-05-05 22:02:34,P20010,Premium Travel Bag v67,Accessories,4,9009.6,36038.4,Debit Card,Central
TXN-10688,2024-05-07 07:40:18,P20013,Premium Boots v82,Footwear,1,28106.26,28106.26,Debit Card,East
TXN-10014,2024-05-08 22:16:02,P2000,Premium Sneakers v11,Footwear,1,59534.85,59534.85,Debit Card,South
TXN-10126,2024-05-10 00:48:05,P100010,Adidas Hoodie,Fashion,1,1733.82,1733.82,Net Banking,Central
TXN-10886,2024-05-11 04:15:26,P20019,Premium Wallet v96,Accessories,4,22615.67,90462.68,Net Banking,West
TXN-10683,2024-05-11 05:45:49,P100032,Nike Air Max,Footwear,4,369.3,1477.2,UPI,North
TXN-10725,2024-05-11 06:00:29,P20010,Premium Travel Bag v67,Accessories,4,9009.6,36038.4,UPI,South
TXN-10566,2024-05-11 14:04:46,P20015,Premium Travel Bag v98,Accessories,4,25338.4,101353.6,Net Banking,East
TXN-10717,2024-05-12 06:43:51,P100020,American Tourister Bag,Accessories,4,596.64,2386.56,Net Banking,South
TXN-10963,2024-05-12 11:12:33,P100001,Zara Shirt,Fashion,1,1177.2,1177.2,Credit Card,West
TXN-10457,2024-05-14 15:44:08,P100026,HP Pavilion,Electronics,2,20719.78,41439.56,Net Banking,Central
TXN-10723,2024-05-15 02:10:44,P100034,Puma Jacket,Fashion,2,2772.0,5544.0,UPI,Central
TXN-10570,2024-05-15 15:33:40,P100007,Reebok Shoes,Footwear,1,1715.7,1715.7,Credit Card,West
TXN-10123,2024-05-16 11:50:45,P100002,RayBan Sunglasses,Accessories,3,548.1,1644.3,Net Banking,South
TXN-10968,2024-05-21 18:48:22,P100020,American Tourister Bag,Accessories,1,596.64,596.64,Debit Card,Central
TXN-10166,2024-05-25 16:08:44,P100020,American Tourister Bag,Accessories,3,596.64,1789.92,Net Banking,South
TXN-10414,2024-05-26 18:34:46,P20023,Premium Wallet v49,Accessories,2,2613.16,5226.32,Debit Card,South
TXN-10386,2024-05-27 23:39:22,P20020,Premium Shirt v42,Fashion,3,10216.92,30650.76,Credit Card,East
TXN-10013,2024-05-30 01:09:55,P2009,Premium Running Shoes v67,Footwear,4,3445.84,13783.36,UPI,Central
